,EVALID,PLOTID,STATECD,CONDID,SUBP,STATUSCD,STANDING_DEAD_CD,SPCD,scientific,NBR_STEMS,DIA,TPA_UNADJ,OWNGRPCD,FIA_LANDUSE,ITREE_LANDUSE,LEAF_AREA_ITREE,CROWN_DIEBACK_CD,IS_MAINTAINED_AREA,IS_STREET_TREE,IS_PLANTED
7758,PortlandOR2022Curr,2928484,41,1,1,Live,NA,351,Alnus rubra,1,15,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,6466.109364,0,0,0,2
7759,PortlandOR2022Curr,2928483,41,1,1,Dead,Yes,312,Acer macrophyllum,1,8.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
7760,PortlandOR2022Curr,2928488,41,1,11,Live,NA,5146,Acer circinatum,1,1.4,74.96528245,Private,Commercial/Industrial,Institutional/Commercial,169.320072,0,0,0,3
7761,PortlandOR2022Curr,2969146,41,2,1,Live,NA,771,Prunus avium,1,8.4,6.018046286,StateLocal,Rights-of-Way,Residential,1799.322671,5,1,1,1
7770,PortlandOR2022Curr,2928482,41,1,1,Live,NA,312,Acer macrophyllum,1,15.2,6.018046286,Private,Residential,Residential,12341.75043,0,0,0,2
7771,PortlandOR2022Curr,2928253,41,1,1,Live,NA,312,Acer macrophyllum,1,10.2,6.018046286,Private,Forest land,Unused/Other,4943.388166,0,0,0,2
7772,PortlandOR2022Curr,2928253,41,1,1,Live,NA,312,Acer macrophyllum,1,11.7,6.018046286,Private,Forest land,Unused/Other,4180.555592,0,0,0,2
7773,PortlandOR2022Curr,2928279,41,1,1,Dead,No,351,Alnus rubra,1,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
7774,PortlandOR2022Curr,2928252,41,1,1,Live,NA,312,Acer macrophyllum,1,16,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,9262.070557,0,0,0,2
7775,PortlandOR2022Curr,2928252,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,33.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,25923.91452,0,0,0,2
7777,PortlandOR2022Curr,2969145,41,1,1,Live,NA,312,Acer macrophyllum,1,21.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5930.254973,0,0,0,2
7778,PortlandOR2022Curr,2969145,41,1,1,Live,NA,312,Acer macrophyllum,1,6.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3043.377227,0,0,0,2
7788,PortlandOR2022Curr,2928485,41,1,1,Live,NA,312,Acer macrophyllum,1,13.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,11031.72562,0,0,0,2
7789,PortlandOR2022Curr,2928462,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,40.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,37224.64709,0,0,0,2
7790,PortlandOR2022Curr,2928491,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,23,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,12826.62082,0,0,0,2
7791,PortlandOR2022Curr,2928295,41,1,1,Live,NA,320,Acer platanoides,1,19.9,6.018046286,Private,Multi-family,Multi-family,23931.50998,5,1,0,1
7792,PortlandOR2022Curr,2928068,41,1,1,Dead,Yes,312,Acer macrophyllum,1,6.4,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
7793,PortlandOR2022Curr,2928068,41,1,1,Live,NA,492,Cornus nuttallii,1,5.1,6.018046286,Private,Forest land,Unused/Other,1878.987804,0,0,0,2
7794,PortlandOR2022Curr,2928068,41,1,11,Dead,Yes,5600,Corylus colurna,1,1.3,74.96528245,Private,Forest land,Unused/Other,0,NA,0,0,2
7795,PortlandOR2022Curr,2928177,41,1,1,Live,NA,7243,Zelkova serrata,1,17.1,6.018046286,StateLocal,Rights-of-Way,Cemetery/Park/Golf,6465.919173,0,1,1,1
7796,PortlandOR2022Curr,2928177,41,1,1,Live,NA,7651,Malus pumila,1,14.8,6.018046286,StateLocal,Rights-of-Way,Cemetery/Park/Golf,4402.135472,0,1,1,1
7798,PortlandOR2022Curr,2928095,41,3,1,Live,NA,351,Alnus rubra,1,6.3,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,3109.877064,0,0,0,2
7808,PortlandOR2022Curr,2928040,41,1,1,Live,NA,241,Thuja occidentalis,1,6.8,6.018046286,Private,Residential,Residential,258.2570134,20,0,0,1
7809,PortlandOR2022Curr,2928304,41,1,1,Live,NA,542,Fraxinus latifolia,1,11.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,7124.227758,10,0,0,2
7825,PortlandOR2022Curr,2928124,41,2,1,Live,NA,202,Pseudotsuga menziesii,1,14.6,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2912.20063,0,1,0,1
7828,PortlandOR2022Curr,2928577,41,1,1,Removed,NA,242,Thuja plicata,1,NA,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,NA,NA,NA,NA,NA
7839,PortlandOR2022Curr,2928073,41,1,1,Live,NA,108,Pinus contorta,1,17.8,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,5594.664799,0,1,0,1
7840,PortlandOR2022Curr,2928200,41,2,1,Live,NA,773,Prunus domestica,2,13.6,6.018046286,Private,Residential,Residential,1672.399829,10,1,0,1
7841,PortlandOR2022Curr,2928307,41,1,1,Live,NA,8504,Salix lasiolepis,1,6.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1321.924094,25,0,0,2
7853,PortlandOR2022Curr,2928156,41,2,13,Live,NA,7532,Lagerstroemia indica,1,4.4,74.96528245,Private,Residential,Residential,340.5616914,0,1,0,1
7868,PortlandOR2022Curr,2928176,41,2,12,Live,NA,241,Thuja occidentalis,1,4.2,74.96528245,Private,Multi-family,Multi-family,169.1117902,0,0,0,1
7869,PortlandOR2022Curr,2928176,41,2,12,Live,NA,241,Thuja occidentalis,1,4.3,74.96528245,Private,Multi-family,Multi-family,170.5224436,0,0,0,1
7870,PortlandOR2022Curr,2928176,41,2,1,Live,NA,241,Thuja occidentalis,1,6.9,6.018046286,Private,Multi-family,Multi-family,544.8889249,0,0,0,1
10504,PortlandOR2022Curr,2928152,41,1,12,Live,NA,747,Populus balsamifera ssp. trichocarpa,1,1.3,74.96528245,Private,Rights-of-Way,Transportation/Utility,104.5425429,0,0,0,2
10505,PortlandOR2022Curr,2928255,41,1,1,Live,NA,312,Acer macrophyllum,1,12.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5560.474715,0,0,0,2
10509,PortlandOR2022Curr,2928155,41,1,1,Live,NA,320,Acer platanoides,1,7.6,6.018046286,StateLocal,Rights-of-Way,Institutional/Commercial,2606.431121,0,1,1,1
10521,PortlandOR2022Curr,2928270,41,1,13,Live,NA,241,Thuja occidentalis,1,1.1,74.96528245,Private,Residential,Residential,56.16453272,0,1,1,1
10522,PortlandOR2022Curr,2928275,41,1,1,Live,NA,6696,Prunus laurocerasus,2,8.3,6.018046286,Private,Residential,Residential,2385.501786,0,0,0,1
10523,PortlandOR2022Curr,2928275,41,1,1,Live,NA,6696,Prunus laurocerasus,1,5.3,6.018046286,Private,Residential,Residential,759.2514017,0,0,0,1
10542,PortlandOR2022Curr,2928225,41,2,1,Live,NA,6786,Cryptomeria japonica,1,17.9,6.018046286,StateLocal,Commercial/Industrial,Institutional/Commercial,9729.197488,5,1,0,1
10543,PortlandOR2022Curr,2928583,41,1,1,Live,NA,312,Acer macrophyllum,1,11.9,6.018046286,Private,Residential,Residential,10980.73842,0,1,0,3
10559,PortlandOR2022Curr,2928249,41,1,1,Live,NA,136,Pinus nigra,1,5.9,6.018046286,Private,Residential,Residential,1177.352811,0,1,0,1
10560,PortlandOR2022Curr,2928249,41,1,1,Live,NA,108,Pinus contorta,1,5,6.018046286,Private,Residential,Residential,311.4212887,0,1,0,1
10577,PortlandOR2022Curr,2928071,41,1,1,No Status,NA,5150,Acer palmatum,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
10588,PortlandOR2022Curr,2928575,41,1,1,Live,NA,312,Acer macrophyllum,1,9.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3563.674093,0,0,0,2
10589,PortlandOR2022Curr,2928575,41,1,1,Live,NA,312,Acer macrophyllum,1,7.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,6849.028037,5,0,0,2
10590,PortlandOR2022Curr,2969148,41,2,1,Live,NA,130,Pinus sylvestris,1,9.1,6.018046286,Private,Multi-family,Multi-family,1272.50611,0,1,0,1
10603,PortlandOR2022Curr,2969134,41,1,11,Live,NA,6696,Prunus laurocerasus,1,1.2,74.96528245,Private,Residential,Residential,42.94869079,0,1,0,1
10604,PortlandOR2022Curr,2969134,41,2,1,Dead,Yes,312,Acer macrophyllum,1,6.8,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
10605,PortlandOR2022Curr,2969134,41,1,1,Live,NA,508,Crataegus monogyna,1,6.3,6.018046286,Private,Residential,Residential,1354.088202,5,0,0,2
10607,PortlandOR2022Curr,2928460,41,1,1,Live,NA,6707,Prunus serrulata,1,14.4,6.018046286,Private,Residential,Residential,1656.315356,5,1,0,1
10619,PortlandOR2022Curr,2928431,41,1,1,Live,NA,8253,Platanus hybrida,1,6.7,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1878.158772,15,1,0,1
10620,PortlandOR2022Curr,2928490,41,1,1,Live,NA,242,Thuja plicata,1,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,870.2473088,0,0,0,2
10625,PortlandOR2022Curr,2928070,41,1,11,Live,NA,5363,Camellia japonica,1,1.7,74.96528245,Private,Residential,Residential,57.1845552,0,1,0,1
10626,PortlandOR2022Curr,2928070,41,1,11,No Status,NA,5363,Camellia japonica,1,NA,74.96528245,Private,Residential,Residential,NA,NA,NA,NA,NA
10628,PortlandOR2022Curr,2928122,41,1,12,Live,NA,5150,Acer palmatum,5,8.8,74.96528245,Private,Residential,Residential,1290.819342,10,1,0,1
10637,PortlandOR2022Curr,2928484,41,1,1,Live,NA,263,Tsuga heterophylla,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,610.531934,0,0,0,2
10648,PortlandOR2022Curr,2928253,41,1,1,Dead,Yes,312,Acer macrophyllum,1,5.1,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
10649,PortlandOR2022Curr,2928253,41,1,1,Live,NA,312,Acer macrophyllum,1,9.6,6.018046286,Private,Forest land,Unused/Other,3848.954175,0,0,0,2
10650,PortlandOR2022Curr,2928253,41,1,1,Live,NA,312,Acer macrophyllum,1,7.2,6.018046286,Private,Forest land,Unused/Other,3221.433658,0,0,0,2
10651,PortlandOR2022Curr,2928253,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,22.7,6.018046286,Private,Forest land,Unused/Other,13829.91084,0,0,0,2
10652,PortlandOR2022Curr,2928253,41,1,1,Live,NA,928,Salix scouleriana,1,8.3,6.018046286,Private,Forest land,Unused/Other,3487.855188,0,0,0,2
10653,PortlandOR2022Curr,2928252,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,17.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,13808.32604,0,0,0,2
10654,PortlandOR2022Curr,2969145,41,1,1,Dead,Yes,242,Thuja plicata,1,8.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
10655,PortlandOR2022Curr,2969145,41,1,1,Live,NA,312,Acer macrophyllum,1,10.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,7989.310559,0,0,0,2
10663,PortlandOR2022Curr,2928485,41,1,1,Live,NA,312,Acer macrophyllum,1,13,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,7775.443602,0,0,0,2
10664,PortlandOR2022Curr,2928491,41,1,1,Live,NA,312,Acer macrophyllum,1,15.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5312.660814,5,0,0,2
10665,PortlandOR2022Curr,2928207,41,1,1,Dead,No,375,Betula papyrifera,1,NA,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,NA,NA,NA,NA,NA
10666,PortlandOR2022Curr,2928198,41,1,1,Live,NA,241,Thuja occidentalis,1,6.4,6.018046286,Private,Residential,Residential,1233.588045,0,1,0,1
10667,PortlandOR2022Curr,2928068,41,1,11,Live,NA,5600,Corylus colurna,1,1.3,74.96528245,Private,Forest land,Unused/Other,90.41891299,5,0,0,2
10668,PortlandOR2022Curr,2928045,41,1,1,Live,NA,241,Thuja occidentalis,1,5.8,6.018046286,Private,Residential,Residential,318.4162009,0,1,0,1
10685,PortlandOR2022Curr,2928491,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,26,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,18125.62912,0,0,0,2
10686,PortlandOR2022Curr,2928304,41,1,1,Live,NA,542,Fraxinus latifolia,1,18.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,21274.69963,0,0,0,2
10687,PortlandOR2022Curr,2927988,41,1,1,Live,NA,5435,Cercidiphyllum japonicum,1,5.5,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1502.185331,0,1,0,1
10688,PortlandOR2022Curr,2928278,41,1,1,Live,NA,242,Thuja plicata,1,22.1,6.018046286,Private,Forest land,Unused/Other,16511.85708,0,0,0,2
10689,PortlandOR2022Curr,2928278,41,1,1,Live,NA,312,Acer macrophyllum,1,19.3,6.018046286,Private,Forest land,Unused/Other,6241.260844,0,0,0,2
10690,PortlandOR2022Curr,2928585,41,2,1,Live,NA,202,Pseudotsuga menziesii,1,15.9,6.018046286,Private,Residential,Residential,7493.582593,0,1,0,3
10702,PortlandOR2022Curr,2927988,41,1,1,Live,NA,5150,Acer palmatum,1,7.3,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1404.277473,0,1,0,1
10704,PortlandOR2022Curr,2928020,41,1,1,Live,NA,5492,Fraxinus excelsior,1,25,6.018046286,Private,Residential,Residential,7687.969618,5,1,1,1
10707,PortlandOR2022Curr,2928090,41,1,12,Dead,No,747,Populus balsamifera ssp. trichocarpa,1,NA,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
10708,PortlandOR2022Curr,2928280,41,1,1,Live,NA,5378,Carpinus betulus,1,8.1,6.018046286,Private,Residential,Residential,3409.985557,0,1,0,1
10709,PortlandOR2022Curr,2928280,41,1,1,Removed,NA,5800,Cupressocyparis leylandii,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
10710,PortlandOR2022Curr,2928277,41,1,1,Live,NA,312,Acer macrophyllum,1,15.8,6.018046286,Private,Residential,Residential,10604.10416,5,1,0,2
10715,PortlandOR2022Curr,2928200,41,2,11,Live,NA,8423,Pyrus communis,5,5.2,74.96528245,Private,Residential,Residential,282.1009886,0,1,0,1
10718,PortlandOR2022Curr,2928178,41,1,1,Live,NA,837,Quercus velutina,1,14.5,6.018046286,StateLocal,Rights-of-Way,Residential,7359.450346,0,1,1,1
10736,PortlandOR2022Curr,2928065,41,1,1,Live,NA,320,Acer platanoides,1,7.7,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1596.848228,0,1,0,1
10751,PortlandOR2022Curr,2928182,41,1,1,Live,NA,241,Thuja occidentalis,1,5.2,6.018046286,Private,Residential,Residential,434.8326384,10,1,0,1
10752,PortlandOR2022Curr,2928182,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,5.8,6.018046286,Private,Residential,Residential,567.9950763,0,1,0,1
10753,PortlandOR2022Curr,2928182,41,1,1,Live,NA,241,Thuja occidentalis,1,5,6.018046286,Private,Residential,Residential,397.3976007,0,1,0,1
10754,PortlandOR2022Curr,2928176,41,2,1,Live,NA,241,Thuja occidentalis,1,6,6.018046286,Private,Multi-family,Multi-family,263.2612825,0,0,0,1
13417,PortlandOR2022Curr,2928153,41,1,1,Live,NA,320,Acer platanoides,1,17,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,7092.301193,0,1,0,1
13418,PortlandOR2022Curr,2928255,41,1,1,Live,NA,312,Acer macrophyllum,1,18.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,10160.25757,5,0,0,2
13435,PortlandOR2022Curr,2928270,41,1,13,Live,NA,241,Thuja occidentalis,1,1.9,74.96528245,Private,Residential,Residential,116.6899168,0,1,1,1
13436,PortlandOR2022Curr,2928275,41,1,1,Live,NA,6696,Prunus laurocerasus,1,5.5,6.018046286,Private,Residential,Residential,1770.653355,0,0,0,1
13438,PortlandOR2022Curr,2928281,41,1,1,Live,NA,312,Acer macrophyllum,1,18,6.018046286,Private,Forest land,Unused/Other,5727.996178,0,0,0,2
13450,PortlandOR2022Curr,2928225,41,2,1,Live,NA,541,Fraxinus americana,1,17.2,6.018046286,StateLocal,Commercial/Industrial,Institutional/Commercial,10508.42336,10,1,0,1
13451,PortlandOR2022Curr,2928224,41,1,1,Live,NA,768,Prunus emarginata,1,6.5,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,1225.266232,10,0,0,2
13461,PortlandOR2022Curr,2928228,41,1,1,Live,NA,242,Thuja plicata,1,30.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,32557.58555,0,0,0,2
13475,PortlandOR2022Curr,2928071,41,2,1,Live,NA,661,Malus fusca,1,6.1,6.018046286,StateLocal,Rights-of-Way,Residential,802.3260683,5,1,1,1
13476,PortlandOR2022Curr,2928071,41,1,1,Live,NA,5151,Acer pseudoplatanus,1,23.9,6.018046286,Private,Residential,Residential,14282.41397,5,1,0,1
13495,PortlandOR2022Curr,2928095,41,1,1,Live,NA,747,Populus balsamifera ssp. trichocarpa,1,22,6.018046286,Private,Residential,Residential,13965.93612,0,0,0,2
13496,PortlandOR2022Curr,2928575,41,1,1,Live,NA,312,Acer macrophyllum,1,8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3489.171132,0,0,0,2
13508,PortlandOR2022Curr,2969134,41,1,1,Live,NA,6696,Prunus laurocerasus,1,5.7,6.018046286,Private,Residential,Residential,655.7190434,0,1,0,1
13509,PortlandOR2022Curr,2969134,41,1,13,Live,NA,6696,Prunus laurocerasus,1,1,74.96528245,Private,Residential,Residential,41.80091394,0,0,0,2
13510,PortlandOR2022Curr,2969134,41,2,1,Live,NA,312,Acer macrophyllum,1,13.7,6.018046286,StateLocal,Forest land,Unused/Other,3952.979038,5,0,0,2
13511,PortlandOR2022Curr,2928279,41,1,1,Live,NA,312,Acer macrophyllum,1,9.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5107.30014,0,0,0,2
13512,PortlandOR2022Curr,2928279,41,1,1,Live,NA,17,Abies grandis,1,9.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,4292.449413,0,0,0,2
13520,PortlandOR2022Curr,2928490,41,1,1,Live,NA,242,Thuja plicata,1,35.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,34124.24007,0,0,0,2
13521,PortlandOR2022Curr,2928490,41,1,1,Live,NA,242,Thuja plicata,1,15.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,10574.35515,0,0,0,2
13531,PortlandOR2022Curr,2928483,41,1,1,Live,NA,351,Alnus rubra,1,17.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,9654.584992,5,0,0,2
13545,PortlandOR2022Curr,2928482,41,1,1,Live,NA,351,Alnus rubra,1,18.1,6.018046286,Private,Residential,Residential,19208.05809,5,0,0,2
13546,PortlandOR2022Curr,2928482,41,1,1,Live,NA,312,Acer macrophyllum,1,15.1,6.018046286,Private,Residential,Residential,11943.87691,0,0,0,2
13547,PortlandOR2022Curr,2928253,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,12.2,6.018046286,Private,Forest land,Unused/Other,5851.005405,0,0,0,2
13548,PortlandOR2022Curr,2928253,41,1,1,Dead,Yes,312,Acer macrophyllum,1,5.7,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
13549,PortlandOR2022Curr,2928279,41,1,1,Dead,Yes,312,Acer macrophyllum,1,6.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
13550,PortlandOR2022Curr,2928223,41,1,1,Live,NA,5363,Camellia japonica,2,7.3,6.018046286,Private,Multi-family,Multi-family,222.1034296,0,1,0,1
13551,PortlandOR2022Curr,2928252,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,13.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,7146.260632,0,0,0,2
13552,PortlandOR2022Curr,2928252,41,1,1,Live,NA,312,Acer macrophyllum,2,21.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,17274.43479,0,0,0,2
13562,PortlandOR2022Curr,2928485,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,29.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,18331.42812,0,0,0,2
13563,PortlandOR2022Curr,2928491,41,1,1,Live,NA,351,Alnus rubra,1,11.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5055.625766,10,0,0,2
13564,PortlandOR2022Curr,2928491,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,19.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,13532.86198,0,0,0,2
13565,PortlandOR2022Curr,2928491,41,1,1,Live,NA,202,Pseudotsuga menziesii,1,22,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,11010.91254,0,0,0,2
13566,PortlandOR2022Curr,2928198,41,1,1,Live,NA,241,Thuja occidentalis,1,5.2,6.018046286,Private,Residential,Residential,375.0237598,0,1,0,1
13567,PortlandOR2022Curr,2928068,41,1,1,Live,NA,312,Acer macrophyllum,1,8.7,6.018046286,Private,Forest land,Unused/Other,1969.984616,5,0,0,2
13584,PortlandOR2022Curr,2928491,41,1,1,Live,NA,312,Acer macrophyllum,1,13.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,11587.76161,0,0,0,2
13585,PortlandOR2022Curr,2928304,41,1,1,Live,NA,542,Fraxinus latifolia,1,13.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,10340.68443,0,0,0,2
13599,PortlandOR2022Curr,2927988,41,1,1,Live,NA,312,Acer macrophyllum,1,26,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,28405.22139,5,0,0,2
13601,PortlandOR2022Curr,2928465,41,2,1,Removed,NA,202,Pseudotsuga menziesii,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
13602,PortlandOR2022Curr,2928090,41,1,1,Dead,No,747,Populus balsamifera ssp. trichocarpa,1,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
13603,PortlandOR2022Curr,2928280,41,1,1,Removed,NA,5800,Cupressocyparis leylandii,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
13604,PortlandOR2022Curr,2928230,41,1,1,Dead,No,936,Sorbus aucuparia,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
13611,PortlandOR2022Curr,2928117,41,2,1,Live,NA,8813,Tilia cordata,1,11.9,6.018046286,StateLocal,Rights-of-Way,Residential,5325.108638,0,1,1,1
13612,PortlandOR2022Curr,2928307,41,1,1,Live,NA,8504,Salix lasiolepis,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1805.588876,0,0,0,2
13613,PortlandOR2022Curr,2928307,41,1,1,Live,NA,8504,Salix lasiolepis,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2400.363372,0,0,0,2
13630,PortlandOR2022Curr,2928178,41,2,1,Live,NA,8348,Prunus cerasifera,1,14,6.018046286,Private,Residential,Residential,3713.587154,5,1,0,1
13632,PortlandOR2022Curr,2928074,41,1,1,Live,NA,241,Thuja occidentalis,1,5.1,6.018046286,Private,Multi-family,Multi-family,273.8111351,0,1,0,1
13633,PortlandOR2022Curr,2928097,41,1,1,Live,NA,747,Populus balsamifera ssp. trichocarpa,1,9.8,6.018046286,StateLocal,Rights-of-Way,Water,4251.069579,0,0,0,2
13648,PortlandOR2022Curr,2928176,41,2,1,Live,NA,241,Thuja occidentalis,1,7.2,6.018046286,Private,Multi-family,Multi-family,519.3040793,0,0,0,1
13649,PortlandOR2022Curr,2928172,41,2,1,Live,NA,320,Acer platanoides,1,14.8,6.018046286,StateLocal,Rights-of-Way,Institutional/Commercial,7611.88248,0,1,1,1
16246,PortlandOR2022Curr,2928255,41,1,1,Live,NA,312,Acer macrophyllum,1,19,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,11360.32785,0,0,0,2
16262,PortlandOR2022Curr,2928275,41,1,13,Live,NA,7151,Ficus carica,1,1.6,74.96528245,Private,Residential,Residential,173.5740194,0,1,0,1
16276,PortlandOR2022Curr,2928281,41,1,1,Dead,Yes,202,Pseudotsuga menziesii,1,15.8,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
16277,PortlandOR2022Curr,2928224,41,1,1,Live,NA,768,Prunus emarginata,1,6.3,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,955.047699,10,0,0,2
16278,PortlandOR2022Curr,2928224,41,1,1,Live,NA,312,Acer macrophyllum,1,6.7,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,873.8624103,5,0,0,2
16279,PortlandOR2022Curr,2928583,41,1,1,Live,NA,242,Thuja plicata,1,17.2,6.018046286,Private,Residential,Residential,9530.891802,0,1,0,3
16280,PortlandOR2022Curr,2928228,41,1,1,Live,NA,312,Acer macrophyllum,1,12.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,10523.79565,5,0,0,2
16289,PortlandOR2022Curr,2928228,41,1,1,Dead,Yes,242,Thuja plicata,1,7.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
